selfEmployed,employerTech,healthCoverage,mentalHealthCoverage,formal,age,gender,country
0,1,I don't know,No,No,35,male,United States of America
0,1,I don't know,No,No,40,Male,United States of America
1,,,,,26,Male,Canada
1,,,,,23,Male,Brazil
0,0,I don't know,No,No,30,Male,United States of America
0,0,Yes,Yes,I don't know,37,Male,United States of America
0,1,No,No,No,27,Male,United States of America
0,1,Yes,Yes,No,42,male,United States of America
0,1,Yes,Yes,Yes,49,Male,United States of America
0,1,Yes,No,No,40,Male,United States of America
0,1,Yes,Yes,No,26,female,United States of America
0,1,Yes,Yes,Yes,29,Male,United States of America
0,1,Yes,Yes,Yes,39,F,United States of America
0,0,Yes,Yes,I don't know,40,M,United States of America
0,1,No,No,No,23,male,Ukraine
0,1,I don't know,No,I don't know,50,M,United States of America
0,0,Yes,Yes,Yes,35,Male,United States of America
0,1,Yes,Yes,No,24,Male,Mexico
0,1,Yes,Yes,Yes,35,female,United States of America
0,1,I don't know,No,No,36,Male,United States of America
0,1,Yes,No,I don't know,50,Female,United States of America
0,1,I don't know,No,No,47,female,United States of America
0,1,Yes,No,No,30,m,United States of America
0,1,Yes,No,I don't know,30,m,United States of America
0,1,Yes,Yes,No,32,Male,United States of America
0,1,Yes,Yes,Yes,38,n/a,United States of America
0,1,I don't know,No,No,38,Male,United States of America
0,1,Yes,Yes,I don't know,38,Male,United States of America
0,1,Yes,Yes,I don't know,26,Female,United States of America
0,1,Yes,Yes,No,45,female,United States of America
0,1,Yes,Yes,Yes,37,Female,United States of America
0,1,I don't know,No,No,24,Female,United States of America
0,1,Yes,Yes,Yes,33,Female,United States of America
0,1,Yes,Yes,I don't know,35,female,United States of America
0,1,Yes,Yes,No,44,Male,United States of America
0,1,I don't know,No,No,27,female,United States of America
0,1,Yes,No,No,33,Male,United States of America
0,1,I don't know,No,I don't know,28,Female,United States of America
0,0,Yes,Yes,I don't know,35,Male,United States of America
0,1,Yes,Yes,No,23,Male,United States of America
1,,,,,53,Male,Australia
0,1,Yes,Yes,No,32,Male,Netherlands
1,,,,,24,male,Germany
0,1,Yes,No,No,31,Male,Sweden
0,1,No,N/A,No,33,Male,Ireland
0,1,No,N/A,No,37,Male,United Kingdom
0,1,I don't know,No,No,27,male,Switzerland
0,1,Yes,No,No,31,male,Netherlands
1,,,,,32,Male,Ukraine
0,1,No,No,No,40,Male,United Kingdom
0,1,No,Yes,No,32,Male,Spain
1,,,,,31,Male,United States of America
0,1,Yes,No,Yes,33,Male,United States of America
0,1,I don't know,No,No,21,,United States of America
1,,,,,67,female,United States of America
1,,,,,35,Cis-male,United Kingdom
1,,,,,46,male,Ireland
0,0,Yes,No,No,36,Male,United States of America
0,1,No,No,Yes,44,f,Australia
0,0,Yes,No,Yes,57,Male,United States of America
0,1,I don't know,No,No,38,female,United States of America
0,1,Yes,No,No,27,female,United States of America
0,0,Not eligible for coverage / NA,N/A,Yes,26,Male,Australia
0,1,Yes,No,Yes,36,m,United States of America
0,1,Not eligible for coverage / NA,N/A,Yes,30,Male,United Kingdom
0,1,Yes,Yes,I don't know,35,Male,United Kingdom
0,1,No,No,No,30,Male,Argentina
0,1,No,N/A,No,32,Male,New Zealand
0,1,I don't know,No,No,35,male,France
0,1,Yes,Yes,No,33,Male,Australia
0,1,No,N/A,No,48,Male,New Zealand
0,1,No,Yes,No,32,Male,Netherlands
0,1,I don't know,No,No,45,M,United Kingdom
0,1,I don't know,No,No,31,male,Romania
0,0,I don't know,No,Yes,40,Male,Spain
0,0,I don't know,No,No,37,male,United States of America
0,1,No,No,No,29,male,Poland
0,1,Yes,Yes,Yes,26,male,United States of America
0,1,Yes,Yes,Yes,51,Female,United States of America
1,,,,,29,male,Germany
1,,,,,30,Male,United Kingdom
0,1,Yes,Yes,Yes,33,female,United States of America
0,1,Yes,Yes,No,27,Male,United States of America
0,1,Yes,No,No,42,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,Yes,47,male,Australia
0,1,Not eligible for coverage / NA,N/A,Yes,31,Female,Netherlands
0,0,I don't know,No,Yes,32,Male,United Kingdom
1,,,,,60,Male ,Netherlands
0,1,I don't know,No,No,58,Male,Belgium
1,,,,,38,Male,Belgium
0,1,No,N/A,No,42,female,Spain
0,1,I don't know,N/A,I don't know,41,Male,Germany
0,1,Yes,Yes,No,25,Male,India
0,1,Yes,Yes,Yes,31,Female,United States of America
1,,,,,42,male,United States of America
0,1,No,No,No,42,Male,United States of America
0,1,Yes,Yes,No,41,Male,United States of America
0,1,Yes,Yes,No,35,Non-binary,United States of America
0,1,Yes,Yes,No,24,Male,Mexico
0,1,Yes,No,Yes,37,Male,United States of America
0,1,I don't know,N/A,Yes,32,Male,Japan
0,0,Yes,Yes,Yes,34,M,India
0,0,No,No,No,37,Male,Singapore
1,,,,,38,Male,France
0,1,No,No,I don't know,30,male,United States of America
0,1,I don't know,No,No,27,Male,France
0,0,Yes,No,No,41,Female,United States of America
0,1,I don't know,No,No,41,M,United States of America
0,1,Yes,No,No,39,male,United States of America
0,1,Yes,Yes,No,42,male,United States of America
0,1,Yes,No,No,28,Female,United States of America
0,1,No,No,No,29,Male,United States of America
1,,,,,41,"Male, cis",Australia
0,1,Yes,No,No,46,Male,United States of America
0,1,Yes,Yes,I don't know,38,Male,Spain
0,1,Yes,Yes,Yes,34,Male,United States of America
0,1,Yes,No,No,28,Male,Germany
0,1,No,No,No,28,Female ,Netherlands
0,1,Yes,Yes,No,38,cis male ,Germany
0,0,Yes,No,No,33,Male,United States of America
0,1,Yes,Yes,No,38,female,United States of America
0,0,I don't know,No,No,48,Male,United States of America
0,1,No,No,No,44,Woman,France
0,1,Yes,Yes,Yes,34,Male,United States of America
0,1,No,No,No,29,Female,United States of America
0,0,No,No,I don't know,39,male,United Kingdom
0,1,I don't know,No,No,41,m,Slovakia
0,1,Yes,No,No,33,Male,United States of America
1,,,,,31,male,Germany
0,1,Yes,No,Yes,44,Male,France
0,0,I don't know,No,No,33,Female,United States of America
0,1,I don't know,No,No,26,Agender/genderfluid,Austria
0,1,Not eligible for coverage / NA,N/A,No,28,Male,South Africa
0,1,Yes,Yes,No,32,Female,United States of America
0,1,Yes,Yes,Yes,35,Female,Ireland
0,0,I don't know,No,Yes,40,Male,France
0,0,I don't know,No,No,30,Male,United States of America
0,1,I don't know,No,I don't know,34,Male,United States of America
0,1,I don't know,No,I don't know,21,Male,United States of America
0,0,Yes,Yes,No,37,male,France
1,,,,,27,Male,United States of America
1,,,,,37,Male,United States of America
0,1,Yes,Yes,Yes,33,Male,United Kingdom
0,1,Yes,Yes,Yes,28,Male,United States of America
0,1,Yes,No,Yes,41,male,United States of America
0,1,No,N/A,No,34,male,Germany
1,,,,,37,Male,United Kingdom
0,1,Yes,Yes,Yes,28,Male,United States of America
0,0,No,N/A,No,52,Male,Germany
0,1,I don't know,No,No,39,Male,United Kingdom
0,1,Yes,No,No,45,Male,United States of America
1,,,,,50,Male,Netherlands
0,1,I don't know,No,No,27,Male,France
0,1,Yes,Yes,No,31,f,United States of America
0,1,I don't know,N/A,No,44,Male,United States of America
0,1,Yes,No,No,31,male,France
0,1,No,N/A,No,23,Male-ish,Russia
0,1,Yes,Yes,No,23,Male,United States of America
0,1,I don't know,No,No,38,Male,France
0,1,I don't know,No,No,37,male,United States of America
0,1,Yes,No,No,33,Male,Luxembourg
1,,,,,34,Male,United States of America
0,0,Yes,Yes,Yes,47,Male ,United States of America
0,1,I don't know,No,No,29,Female,United States of America
0,0,Yes,No,I don't know,38,male,United States of America
0,1,I don't know,No,No,29,Male,Canada
0,1,I don't know,No,No,37,Male,United States of America
1,,,,,39,M,India
0,1,Yes,Yes,Yes,29,Female,United States of America
1,,,,,57,f,Canada
0,1,Not eligible for coverage / NA,N/A,I don't know,27,Female,United States of America
0,0,I don't know,No,No,38,Female,United States of America
1,,,,,39,male,France
0,1,Yes,Yes,Yes,29,Male,Switzerland
0,0,No,N/A,No,24,Male,United Kingdom
0,1,No,No,Yes,30,female,United Kingdom
0,1,Yes,Yes,Yes,32,Male,United States of America
0,1,Yes,Yes,Yes,37,M,United States of America
0,1,No,No,No,34,male,New Zealand
0,1,Yes,Yes,Yes,52,m,United States of America
0,0,Yes,Yes,No,36,Male,United States of America
0,0,Yes,No,No,52,Male,United States of America
0,1,Yes,Yes,No,49,Female,United States of America
0,1,Yes,Yes,I don't know,30,male,United States of America
0,1,Not eligible for coverage / NA,No,No,41,male,Australia
0,0,I don't know,No,No,29,Male,United States of America
0,1,Yes,Yes,Yes,37,,United States of America
0,1,Yes,Yes,Yes,29,Female,United States of America
0,1,Yes,Yes,No,39,female,United States of America
0,1,Yes,Yes,Yes,30,F,United States of America
0,1,Yes,Yes,Yes,23,woman,United States of America
0,1,Yes,No,Yes,29,f,United States of America
0,1,Yes,Yes,No,38,Male,United States of America
0,1,Yes,Yes,No,41,female,United States of America
0,1,Yes,Yes,No,47,Male,United States of America
0,1,Yes,Yes,No,56,Woman,United States of America
0,1,I don't know,No,No,22,Male,United States of America
0,1,Yes,Yes,Yes,32,female,United States of America
0,1,I don't know,No,No,30,female,United States of America
0,1,Yes,No,No,31,sometimes,United States of America
0,1,Yes,Yes,I don't know,36,M,United States of America
0,1,Yes,Yes,No,32,Male,United States of America
0,1,Yes,Yes,No,37,Female,United States of America
0,0,I don't know,No,No,29,Male,United States of America
0,1,Yes,Yes,No,31,Female,United States of America
0,1,Yes,Yes,No,39,Male,United States of America
0,0,I don't know,No,Yes,36,Male,Japan
1,,,,,27,,United States of America
0,1,I don't know,No,No,38,Male,United Kingdom
1,,,,,37,male,United States of America
0,1,Yes,No,Yes,33,female,United States of America
0,1,No,No,I don't know,38,Male,Turkey
0,1,Yes,No,Yes,36,female (cisgender),United States of America
0,1,No,N/A,No,30,Female,United States of America
0,1,Yes,Yes,Yes,38,Male,United States of America
0,1,No,N/A,No,35,female,Canada
0,1,Yes,No,No,26,Male,United States of America
0,0,I don't know,Yes,No,25,Male,United Kingdom
0,1,Not eligible for coverage / NA,Yes,Yes,40,male,United States of America
0,1,Yes,Yes,No,31,Male,Canada
0,1,Yes,No,No,49,Male,United States of America
0,1,I don't know,No,No,30,Male,Netherlands
0,0,I don't know,No,No,35,Male,United States of America
0,0,Yes,Yes,Yes,46,Male,United States of America
0,1,I don't know,Yes,No,29,Female,United States of America
0,0,Yes,Yes,No,22,Male,United States of America
0,1,Yes,N/A,No,50,female,United States of America
0,1,I don't know,No,No,39,male,United States of America
0,0,No,No,Yes,40,Male,United Kingdom
0,1,Yes,Yes,I don't know,31,Male,United States of America
1,,,,,38,Male,United States of America
0,0,Yes,Yes,No,45,Male,United States of America
0,1,Yes,No,I don't know,31,Female,United States of America
0,1,Yes,Yes,No,25,f,United States of America
0,0,I don't know,Yes,No,28,Female,United States of America
0,1,Yes,No,Yes,37,Male,United Kingdom
0,1,No,N/A,No,54,M,United States of America
0,1,Yes,Yes,Yes,45,Female,United States of America
0,1,Yes,Yes,No,36,Male,United States of America
0,0,Yes,Yes,Yes,34,Female,United States of America
0,1,Yes,Yes,Yes,28,Male,United States of America
0,0,Yes,Yes,No,32,Male,United States of America
1,,,,,40,male,Netherlands
0,1,I don't know,No,I don't know,52,Female (cis) ,United States of America
0,1,I don't know,No,No,33,Male,United States of America
0,1,Yes,No,No,41,Female,United States of America
0,1,Yes,No,Yes,25,Female,United States of America
1,,,,,33,Woman-identified,Canada
0,1,Yes,Yes,No,36,Contextual,United States of America
1,,,,,40,male,Switzerland
0,1,Yes,No,Yes,23,Female,United States of America
0,1,No,Yes,No,37,m,Canada
0,0,Yes,Yes,Yes,42,Male,United States of America
0,0,I don't know,No,No,35,Female,United States of America
0,1,Yes,Yes,No,32,Female,United States of America
0,1,I don't know,No,I don't know,23,Male,United States of America
0,1,Yes,Yes,Yes,35,Female,United States of America
0,1,Yes,Yes,Yes,34,female,United States of America
0,1,I don't know,No,Yes,24,female,United States of America
0,1,Yes,Yes,No,38,m,United States of America
0,1,No,N/A,No,42,Male,United Kingdom
0,1,Yes,Yes,No,23,Female,United States of America
0,1,Yes,Yes,I don't know,39,,United States of America
0,1,Yes,No,Yes,30,Male,United States of America
0,1,Yes,Yes,Yes,35,Female,United States of America
0,1,Yes,Yes,No,29,Female,United States of America
0,1,Yes,No,Yes,24,female,United States of America
0,1,Yes,No,Yes,35,m,United States of America
0,1,Yes,Yes,No,30,male,United States of America
0,1,I don't know,No,No,28,F,United States of America
0,1,Yes,Yes,Yes,32,F,United States of America
0,1,Yes,Yes,Yes,34,Male,United States of America
0,1,Yes,Yes,No,33,Male,United States of America
0,1,Yes,Yes,Yes,32,male,United States of America
0,1,Yes,No,No,27,Female,United States of America
0,1,Yes,Yes,Yes,23,Female,United States of America
0,0,Not eligible for coverage / NA,N/A,No,30,Male,Netherlands
0,1,Yes,Yes,Yes,24,Male,United States of America
0,1,Yes,Yes,Yes,34,Female,United States of America
0,1,Yes,Yes,Yes,32,male,United States of America
0,1,I don't know,No,No,41,female,United States of America
0,1,Yes,Yes,No,37,Male,United States of America
1,,,,,27,Male,Czech Republic
0,1,I don't know,No,No,26,Male,United States of America
0,1,I don't know,N/A,No,24,male,United States of America
0,1,Yes,Yes,No,44,Male,United States of America
0,1,I don't know,No,No,40,Male,Germany
1,,,,,42,Male,United States of America
0,0,Yes,No,Yes,27,Non binary,United States of America
0,1,I don't know,No,No,40,M,United States of America
0,0,Yes,Yes,Yes,38,Genderqueer demigirl,United States of America
0,1,Yes,Yes,Yes,34,Male,United States of America
0,1,Yes,Yes,No,27,female,United States of America
0,0,Yes,No,No,34,Male ,United States of America
0,1,No,N/A,No,26,male,United States of America
1,,,,,33,Female,United States of America
0,1,Yes,No,No,39,Male,United States of America
0,0,No,N/A,Yes,33,Genderqueer/non-binary,United Kingdom
0,0,Yes,Yes,No,37,f,United States of America
0,0,I don't know,No,Yes,30,Male,United States of America
0,1,No,N/A,No,22,Male,United Kingdom
1,,,,,29,Male,United States of America
0,1,I don't know,N/A,No,51,Female,United States of America
0,0,Yes,Yes,I don't know,24,Male ,United States of America
0,1,Yes,No,No,37,Male,United States of America
0,0,Yes,Yes,No,46,M,United States of America
1,,,,,43,Male,Canada
0,0,Yes,Yes,No,50,M,United States of America
0,1,Yes,No,I don't know,30,Male,United States of America
0,1,I don't know,N/A,No,27,Male,United States of America
1,,,,,31,male,United Kingdom
0,1,Yes,Yes,I don't know,32,male,United States of America
0,1,Yes,Yes,No,34,Male,United States of America
1,,,,,49,m,United States of America
1,,,,,37,m,Canada
0,1,Yes,Yes,No,35,cis-Female,United States of America
0,1,Not eligible for coverage / NA,N/A,No,33,Nonbinary,Switzerland
0,1,No,No,Yes,32,Male,India
0,0,Yes,Yes,Yes,31,Male,United States of America
0,0,Yes,Yes,No,33,Male,United States of America
0,1,Yes,Yes,No,40,Female,United States of America
0,1,Yes,Yes,No,40,male,United States of America
1,,,,,56,Male,United States of America
