selfEmployed,employerTech,healthCoverage,mentalHealthCoverage,formal,age,gender,country
0,1,Not eligible for coverage / N/A,N/A,Yes,29,Male,United States of America
0,1,Yes,I am not sure,No,40,male,United States of America
0,1,Yes,Yes,Yes,25,Female,United States of America
1,,,,,29,Male,Sweden
0,1,Yes,Yes,Yes,29,F,United States of America
0,1,Yes,Yes,No,35,M,Netherlands
1,,,,,25,Male,United States of America
0,1,No,Yes,No,43,Male,United States of America
0,1,No,N/A,No,26,Male,Ireland
0,1,I don't know,No,No,31,male,Germany
0,1,Yes,Yes,I don't know,31,female,United States of America
0,0,I don't know,No,No,45,F,United States of America
0,1,No,No,No,23,Male,Italy
0,1,I don't know,No,No,39,Male,United States of America
0,1,Yes,I am not sure,No,27,Female,United States of America
0,1,Yes,I am not sure,No,28,Male,United States of America
0,1,I don't know,No,No,36,Male,United States of America
0,1,I don't know,No,No,22,male,Germany
0,1,Yes,I am not sure,No,51,Male,United States of America
1,,,,,39,Male,Denmark
1,,,,,36,Male,United States of America
0,0,Not eligible for coverage / N/A,I am not sure,No,28,male,United States of America
0,1,I don't know,No,No,40,M,United States of America
0,1,Yes,Yes,Yes,35,Female,United States of America
0,1,Yes,Yes,No,38,Male,United States of America
0,1,Yes,I am not sure,No,29,Male,United States of America
1,,,,,43,M,Netherlands
0,1,Yes,No,No,31,f,United States of America
0,1,No,No,No,45,male,United States of America
0,1,I don't know,I am not sure,No,26,Male,United States of America
0,1,Yes,Yes,Yes,42,Male,United States of America
0,1,Yes,I am not sure,Yes,28,f,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,28,Male,United Kingdom
0,1,Yes,No,Yes,39,female,United States of America
0,1,Yes,I am not sure,No,34,Male (cis),United States of America
0,1,I don't know,No,No,28,Female,United States of America
0,1,Yes,Yes,I don't know,35,Female,United States of America
0,1,I don't know,I am not sure,No,42,male,Canada
0,1,Yes,No,No,99,Other,United States of America
1,,,,,29,Male,United Kingdom
1,,,,,34,Male ,Finland
0,1,Yes,I am not sure,No,28,Male,Canada
0,1,I don't know,No,Yes,22,F,Russia
0,1,Yes,Yes,No,28,female,United States of America
1,,,,,26,Female,United States of America
0,0,Yes,I am not sure,Yes,21,Female ,Australia
0,1,No,No,No,38,male,Netherlands
0,0,Yes,Yes,Yes,33,M,United States of America
0,1,Yes,I am not sure,Yes,28,Female,United States of America
0,1,Yes,Yes,Yes,32,Male,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,24,Female,Australia
0,1,I don't know,I am not sure,No,35,male,United States of America
1,,,,,41,Male,Turkey
1,,,,,38,F,United States of America
0,1,I don't know,I am not sure,No,24,Female,United States of America
0,1,Yes,Yes,No,30,Male,United States of America
0,1,Yes,Yes,I don't know,47,female,United States of America
0,1,Yes,I am not sure,I don't know,26,female,United States of America
0,1,Yes,Yes,No,32,Male,United States of America
0,1,I don't know,No,No,32,Male,United States of America
0,1,I don't know,No,I don't know,37,male,United States of America
1,,,,,33,male,Netherlands
0,1,No,N/A,No,28,f,United Kingdom
0,1,I don't know,No,Yes,22,man,Netherlands
0,1,I don't know,I am not sure,Yes,30,Male,United States of America
1,,,,,42,Female,United States of America
0,1,Yes,I am not sure,No,34,male,United States of America
0,1,Yes,Yes,No,32,Male,United States of America
0,1,No,No,No,37,male,United Kingdom
1,,,,,31,Female,United States of America
0,1,I don't know,No,Yes,31,Male,United States of America
0,0,No,I am not sure,No,26,male,Colombia
1,,,,,30,Male,United States of America
0,1,Yes,Yes,No,36,m,United States of America
0,1,Yes,No,No,38,Male,United States of America
0,1,Yes,Yes,No,24,Male,United States of America
0,1,I don't know,No,No,26,male,United States of America
0,1,Yes,I am not sure,Yes,37,Male,United States of America
0,1,I don't know,I am not sure,No,27,Female,United Kingdom
1,,,,,32,Male,Switzerland
0,1,Yes,I am not sure,Yes,32,Male,Netherlands
0,0,Yes,I am not sure,No,30,Male,Netherlands
0,1,No,No,Yes,26,Female,Germany
1,,,,,27,Female,United Kingdom
1,,,,,27,Male,Netherlands
0,1,Not eligible for coverage / N/A,No,No,29,Male,Colombia
0,1,Yes,Yes,Yes,26,nb masculine,Germany
0,1,Yes,I am not sure,No,23,Female,United States of America
0,1,Yes,Yes,Yes,30,Male,United States of America
0,0,Yes,No,I don't know,40,M,United States of America
0,1,I don't know,I am not sure,No,46,male,United States of America
0,1,I don't know,I am not sure,No,26,Male,United States of America
0,1,Yes,Yes,Yes,30,m,United States of America
0,1,No,No,No,27,f,United States of America
1,,,,,35,male,United States of America
0,1,Yes,Yes,No,26,Cisgender Female,United States of America
0,1,I don't know,No,I don't know,35,Male,Australia
0,0,I don't know,I am not sure,No,29,Male,Netherlands
0,1,I don't know,N/A,Yes,34,Male,United Kingdom
1,,,,,27,male,United States of America
0,1,No,N/A,No,39,Male,United Kingdom
0,1,I don't know,N/A,I don't know,27,Male,United Kingdom
0,1,No,No,No,31,Male,Czech Republic
0,0,No,No,No,26,Male,United Kingdom
0,1,Yes,No,No,44,male,United States of America
0,1,Yes,No,I don't know,27,male,United States of America
0,0,Yes,I am not sure,No,57,Female,United States of America
1,,,,,34,m,United States of America
1,,,,,38,Male,United States of America
1,,,,,55,Male,United States of America
1,,,,,28,male,Costa Rica
0,0,I don't know,I am not sure,No,35,Male,United States of America
0,1,Yes,No,No,26,Male,United States of America
0,1,I don't know,I am not sure,Yes,22,female,United States of America
0,1,I don't know,I am not sure,No,31,Male,United States of America
0,1,I don't know,No,No,31,male,United Kingdom
1,,,,,40,Male,Germany
0,0,Yes,Yes,No,26,m,United States of America
0,1,No,N/A,No,36,M,United States of America
0,1,Yes,Yes,No,33,Male,United States of America
0,1,Yes,I am not sure,Yes,24,F,United States of America
0,1,No,No,No,22,male,Vietnam
0,1,Yes,Yes,No,33,male,United States of America
0,1,Yes,No,No,37,f,United States of America
0,1,Yes,I am not sure,No,29,Male,United States of America
0,0,Not eligible for coverage / N/A,N/A,Yes,38,Male,United States of America
0,1,No,N/A,No,33,m,United States of America
0,1,I don't know,I am not sure,No,44,Female,Canada
0,0,Yes,I am not sure,No,23,Male,United States of America
1,,,,,30,M,United States of America
0,0,I don't know,No,No,30,Man,United States of America
0,1,Yes,No,No,28,male,United States of America
0,1,Yes,Yes,No,39,male,United States of America
0,1,No,No,No,24,Female,United States of America
1,,,,,27,Male,United Kingdom
0,0,Yes,Yes,Yes,35,Male,United States of America
0,1,No,No,No,23,Male,United States of America
0,0,Yes,I am not sure,I don't know,37,M,United States of America
0,1,Yes,I am not sure,No,35,Male,United States of America
0,0,Yes,Yes,No,27,Male,United States of America
0,1,I don't know,I am not sure,No,27,Female,United States of America
0,1,Yes,I am not sure,No,27,Female,United States of America
0,1,I don't know,I am not sure,No,42,m,United States of America
0,0,Yes,I am not sure,No,32,Sex is male,United States of America
0,1,I don't know,I am not sure,No,26,Male,Finland
0,1,I don't know,No,No,28,Male,Bulgaria
0,1,I don't know,No,No,28,M,United States of America
0,1,Yes,No,No,32,Male,United States of America
1,,,,,43,male,United States of America
0,1,Yes,I am not sure,Yes,34,Male,United States of America
0,1,I don't know,I am not sure,No,61,f,United States of America
1,,,,,50,Male,United States of America
1,,,,,38,Male,India
0,0,Not eligible for coverage / N/A,I am not sure,I don't know,51,m,Germany
1,,,,,38,male,Ireland
0,1,I don't know,I am not sure,I don't know,34,male,United States of America
0,1,No,N/A,No,43,Male,United States of America
0,1,Yes,No,No,43,Female,United States of America
0,1,No,I am not sure,Yes,44,Male,United States of America
0,1,I don't know,No,No,35,m,United States of America
0,1,Yes,Yes,No,50,Male,United States of America
0,1,Yes,Yes,No,29,Male,United States of America
0,1,Yes,Yes,Yes,29,Male,United States of America
0,0,Yes,No,No,36,Male,Canada
1,,,,,33,Male,Australia
1,,,,,50,Male,Australia
0,1,I don't know,I am not sure,No,46,Male,United States of America
1,,,,,44,Female,New Zealand
0,1,Yes,I am not sure,No,23,none of your business,United States of America
0,1,I don't know,I am not sure,No,41,Male,United States of America
0,1,Yes,No,Yes,31,male,Canada
0,1,No,Yes,No,55,male,United States of America
0,1,No,N/A,No,34,M,United States of America
0,1,Yes,Yes,No,28,Female,United States of America
0,1,Yes,No,No,33,m,United States of America
0,1,Yes,No,No,29,Male,United States of America
0,0,Yes,I am not sure,Yes,33,Female,United States of America
1,,,,,28,male,United States of America
0,1,Yes,Yes,Yes,28,male,United States of America
0,1,Yes,No,Yes,32,Male,United States of America
0,1,Yes,Yes,No,36,female,United States of America
0,0,I don't know,I am not sure,Yes,45,Male,United Kingdom
1,,,,,29,M,United Kingdom
0,0,No,No,Yes,23,Male,France
1,,,,,54,Female,Canada
1,,,,,61,F,United States of America
0,1,I don't know,I am not sure,No,29,Female,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,31,Male,Australia
1,,,,,37,M,United States of America
0,1,No,No,No,29,Male,Germany
1,,,,,28,Male,United Kingdom
0,1,I don't know,I am not sure,No,30,Male,United Kingdom
0,1,Yes,I am not sure,Yes,55,Male,United Kingdom
0,0,I don't know,No,No,38,Female,United States of America
0,1,I don't know,I am not sure,No,20,male,Canada
0,1,No,Yes,No,25,Male,United States of America
1,,,,,22,Male,Spain
1,,,,,35,Male,United Kingdom
0,0,I don't know,No,No,27,male,United States of America
0,0,No,N/A,No,24,Male,United States of America
1,,,,,39,Male,Australia
0,0,I don't know,I am not sure,No,29,Male,Brazil
0,1,No,I am not sure,No,40,Female,United States of America
0,1,No,No,No,30,Male,United States of America
0,1,Yes,No,No,32,Male,Canada
1,,,,,34,m,Germany
0,1,Yes,I am not sure,I don't know,35,F,Canada
1,,,,,30,Male,United States of America
0,1,No,No,No,36,Male,United Kingdom
0,1,I don't know,No,I don't know,26,male,Sweden
0,0,I don't know,I am not sure,Yes,31,Female,Netherlands
0,0,Not eligible for coverage / N/A,N/A,Yes,33,Male,South Africa
1,,,,,30,Male,United Kingdom
0,1,I don't know,I am not sure,No,46,m,United Kingdom
0,1,No,No,No,32,Male,United States of America
0,1,Yes,I am not sure,I don't know,34,male,United States of America
0,1,I don't know,I am not sure,No,41,male,United States of America
0,1,I don't know,I am not sure,No,32,Male,United States of America
0,0,Yes,No,I don't know,47,Male,United States of America
0,1,I don't know,No,No,29,male,United States of America
0,0,Yes,I am not sure,Yes,36,male,United States of America
0,1,No,Yes,No,32,Male,United States of America
0,1,I don't know,No,No,29,Male,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,22,Male,United Kingdom
0,1,Yes,Yes,No,32,female,United States of America
0,0,Yes,I am not sure,No,19,Female,United States of America
0,1,No,N/A,No,30,Male,South Africa
0,1,I don't know,I am not sure,No,32,genderqueer,United States of America
0,1,I don't know,I am not sure,I don't know,22,M,United States of America
1,,,,,30,male,Poland
0,1,Yes,No,I don't know,323,Male,United States of America
0,1,No,No,No,33,male,Slovakia
0,1,No,I am not sure,No,48,f,United Kingdom
0,1,No,No,No,45,male,Germany
0,1,I don't know,I am not sure,Yes,28,Male,United Kingdom
0,1,I don't know,No,I don't know,44,male,United States of America
0,1,No,N/A,No,31,Male,United States of America
0,1,Yes,I am not sure,No,31,f,United States of America
0,1,Yes,No,Yes,29,Male,United States of America
0,0,Yes,Yes,No,26,Male,United States of America
0,0,Yes,Yes,Yes,35,f,United States of America
1,,,,,44,m,Austria
0,1,Yes,No,No,45,male,United States of America
0,0,Yes,I am not sure,No,22,Female,United States of America
0,1,Yes,Yes,No,34,Male,United States of America
0,1,I don't know,I am not sure,No,35,Male,United Kingdom
1,,,,,39,Male,United States of America
0,1,Not eligible for coverage / N/A,Yes,No,26,Male,Denmark
1,,,,,41,Male,United States of America
0,1,Not eligible for coverage / N/A,I am not sure,I don't know,24,Male,Australia
0,1,I don't know,No,No,24,Male,United States of America
0,1,Yes,Yes,No,34,male,United States of America
0,1,No,N/A,No,36,Male,Australia
0,0,Yes,Yes,I don't know,41,Male,Australia
0,1,Not eligible for coverage / N/A,I am not sure,No,21,Male,United States of America
0,1,I don't know,I am not sure,No,33,Male,Bangladesh
0,1,I don't know,I am not sure,No,32,Male,India
