selfEmployed,employerTech,healthCoverage,mentalHealthCoverage,formal,age,gender,country
0,0,Yes,Yes,No,28,female,United States of America
1,,,,,41,Male,Australia
0,1,Yes,No,Yes,38,Male,United States of America
1,,,,,37,"Male (or female, or both)",Netherlands
0,0,Yes,Yes,Yes,42,Male,United States of America
0,1,Yes,No,Yes,28,Female,United States of America
0,1,Yes,Yes,Yes,30,male,United States of America
0,1,Yes,Yes,Yes,25,Female,United Kingdom
1,,,,,54,Male,United Kingdom
1,,,,,24,male,United Kingdom
1,,,,,32,male,United Kingdom
0,1,Yes,Yes,No,44,Male,United States of America
0,0,Yes,No,No,28,Trans man,United States of America
0,1,Yes,No,No,41,Female,United States of America
0,0,Yes,No,No,38,male,United States of America
0,1,Yes,Yes,No,37,Cis-male,United States of America
0,0,I don't know,N/A,No,36,Male,Japan
0,0,I don't know,No,No,33,m,United States of America
0,0,Yes,Yes,Yes,35,Female,United States of America
1,,,,,31,Male,Colombia
0,1,Yes,Yes,No,43,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,Yes,34,M,United States of America
0,1,No,N/A,Yes,44,Female,United States of America
0,1,Yes,Yes,No,38,Male,United States of America
0,1,No,N/A,No,55,m,United States of America
0,1,Not eligible for coverage / NA,No,No,25,M,India
0,0,Yes,Yes,No,37,Male,United States of America
0,1,Yes,No,Yes,39,Male,United States of America
0,1,Yes,Yes,I don't know,23,male,United States of America
1,,,,,34,f,United States of America
0,1,Yes,No,No,43,M,United States of America
0,0,I don't know,No,No,29,Male,United States of America
0,1,No,N/A,No,25,Male,United States of America
0,1,Yes,Yes,No,36,Male ,United States of America
0,1,Yes,Yes,No,33,Male,United States of America
0,1,Yes,No,No,34,male,United States of America
0,1,Yes,Yes,Yes,28,m,United States of America
0,0,Yes,Yes,Yes,54,transgender,United States of America
0,0,I don't know,No,No,39,male,United States of America
0,0,Yes,Yes,No,37,cis male,United States of America
0,1,I don't know,No,No,29,m,United States of America
0,1,I don't know,No,No,31,Male,United States of America
0,1,Yes,Yes,Yes,49,Male,United States of America
0,1,Yes,No,I don't know,43,Male,United States of America
0,0,Yes,Yes,Yes,38,non binary,United States of America
0,1,Yes,Yes,I don't know,35,female,United States of America
0,1,Yes,Yes,No,23,Male,United States of America
0,1,I don't know,No,No,42,Male,United Kingdom
0,0,Yes,Yes,Yes,36,male,United States of America
0,1,Yes,No,No,38,Male,United States of America
0,1,I don't know,No,No,41,Male,United Kingdom
0,1,Yes,Yes,I don't know,37,f,United States of America
0,1,I don't know,No,Yes,25,male,United States of America
0,1,Yes,Yes,Yes,33,Male,United States of America
0,1,I don't know,No,Yes,35,Female/gender non-binary.,United States of America
0,1,Yes,Yes,Yes,32,Female,United States of America
1,,,,,45,N/A,United States of America
0,1,No,No,Yes,25,Female ,Poland
0,1,Yes,Yes,Yes,40,Cis woman,United States of America
0,1,Yes,Yes,I don't know,34,Male,United States of America
0,1,Yes,Yes,Yes,28,Male,United States of America
0,1,Yes,Yes,No,49,M,United States of America
0,1,Yes,Yes,Yes,33,female,United States of America
1,,,,,41,Cis Male,United States of America
0,1,Yes,Yes,No,36,m,United States of America
0,1,No,N/A,No,37,Male,United States of America
0,1,I don't know,No,No,39,Male,United States of America
0,1,I don't know,No,No,49,Female (cisgender),United States of America
0,1,I don't know,No,Yes,33,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,29,,United Kingdom
1,,,,,34,M,United States of America
0,1,I don't know,No,Yes,29,Male,United Kingdom
0,1,Yes,No,No,25,Male,United States of America
0,0,I don't know,No,No,35,Male,United States of America
1,,,,,32,Male,United States of America
0,1,Yes,Yes,No,21,Male,United States of America
0,1,Yes,No,No,43,M,United States of America
0,1,Yes,Yes,Yes,31,Female,United States of America
0,1,I don't know,No,Yes,27,Cis-Female,United States of America
0,1,Yes,Yes,No,23,Man,United States of America
0,0,Yes,Yes,Yes,28,male,United States of America
0,0,Yes,Yes,Yes,37,Female,United States of America
0,1,I don't know,No,No,30,male,United States of America
0,1,Yes,Yes,No,30,M,United States of America
0,1,Yes,No,No,30,Cisgendered woman,United States of America
1,,,,,32,F,United States of America
0,0,No,No,No,35,M,United States of America
0,0,Yes,Yes,Yes,45,Female,United States of America
0,1,No,Yes,No,31,female,Germany
0,1,Yes,Yes,Yes,34,Female,United States of America
0,1,No,No,No,30,Male,United States of America
0,1,Yes,Yes,No,33,Trans woman,United States of America
0,1,I don't know,No,No,32,Male,United States of America
0,0,I don't know,No,No,28,female,United States of America
0,1,No,Yes,No,28,Male,United States of America
0,1,Yes,Yes,No,33,Male,United States of America
0,1,Yes,Yes,Yes,28,Female,United States of America
0,1,I don't know,No,No,28,Female,United States of America
0,1,I don't know,No,No,43,Male,United States of America
0,1,I don't know,No,I don't know,31,Female,United States of America
0,0,Yes,No,I don't know,40,female,United States of America
0,0,Yes,No,No,42,Female,United States of America
0,1,Yes,No,I don't know,38,Male,United States of America
0,1,I don't know,Yes,No,39,Male,United States of America
0,0,Not eligible for coverage / NA,No,No,21,Male,United States of America
0,1,Yes,Yes,Yes,32,woman,United States of America
0,1,Not eligible for coverage / NA,Yes,No,32,Male,United States of America
0,1,Yes,Yes,Yes,40,Male ,United States of America
1,,,,,35,Male,United States of America
0,1,Yes,Yes,No,28,Male,United States of America
0,1,Yes,Yes,Yes,25,Female,United States of America
0,1,Yes,Yes,Yes,37,male,United States of America
0,1,Yes,Yes,Yes,40,genderfluid,United States of America
0,1,I don't know,No,No,31,Female,United States of America
1,,,,,47,F,New Zealand
0,1,Yes,No,No,26,Genderqueer,United States of America
0,0,Yes,Yes,No,27,Female,United States of America
0,1,I don't know,Yes,No,46,m,Norway
0,1,Yes,Yes,I don't know,22,Woman,United States of America
0,1,No,N/A,No,37,Female,Ireland
0,1,Yes,Yes,Yes,27,Male,United States of America
0,0,Yes,No,No,28,Female,United States of America
0,1,Yes,Yes,Yes,32,female,United States of America
0,1,Yes,No,No,33,Male,United States of America
0,1,Yes,Yes,Yes,27,Female,United States of America
0,1,Yes,Yes,I don't know,38,female,United States of America
1,,,,,31,Male,United States of America
0,1,Yes,No,No,28,Female,United States of America
0,0,Yes,No,Yes,32,Female,United States of America
0,0,No,No,No,30,Female,United States of America
0,1,Yes,Yes,No,26,Female,United States of America
0,0,I don't know,No,Yes,41,Female,United States of America
0,1,I don't know,No,No,39,Female,United States of America
0,1,Yes,No,No,37,Demiguy,United States of America
0,0,Not eligible for coverage / NA,N/A,I don't know,21,Female,United States of America
1,,,,,38,Male,United States of America
0,0,Yes,Yes,No,35,Female ,United States of America
0,1,Yes,Yes,Yes,33,Female,Switzerland
0,1,Yes,No,No,38,Male ,Netherlands
0,1,No,N/A,No,29,female,United States of America
0,1,Yes,Yes,Yes,25,Female,United States of America
0,1,I don't know,No,No,41,female,United States of America
0,1,Yes,Yes,No,37,Female,United States of America
0,1,I don't know,No,No,29,Male,United States of America
0,1,Yes,No,I don't know,45,F,United States of America
0,1,I don't know,No,No,45,none,United Kingdom
0,1,Yes,No,No,45,Female,United States of America
0,1,Yes,Yes,Yes,30,Trans female,United States of America
0,1,I don't know,No,No,27,male,United States of America
0,0,I don't know,No,No,36,Cisgender male,United States of America
0,0,Yes,Yes,Yes,44,F,United States of America
0,1,Yes,Yes,Yes,35,Female,United States of America
0,1,I don't know,No,No,42,non-binary,United States of America
0,1,Yes,Yes,Yes,26,Male,United States of America
1,,,,,33,Female,United States of America
0,1,Yes,Yes,No,25,Genderqueer,United States of America
0,0,Yes,Yes,No,36,F,United States of America
0,1,Yes,Yes,Yes,32,female,United States of America
0,1,Yes,Yes,Yes,29,Female,United States of America
0,1,I don't know,No,Yes,29,f,United States of America
0,1,Yes,No,I don't know,43,Male,United States of America
1,,,,,37,Male,Portugal
0,0,No,No,Yes,26,Male,United Kingdom
0,1,Yes,Yes,No,46,Male,United States of America
1,,,,,35,Female,United States of America
1,,,,,37,Male,United States of America
0,0,Yes,Yes,Yes,30,Female,United States of America
0,1,Yes,No,No,36,Male,United States of America
0,0,Yes,Yes,No,31,Female,United States of America
0,1,Not eligible for coverage / NA,N/A,No,42,Male,Switzerland
1,,,,,41,cis male,United States of America
0,1,I don't know,No,No,33,Female,United States of America
0,0,Yes,Yes,I don't know,26,male,United States of America
0,1,No,No,No,37,m,United States of America
0,1,Yes,Yes,Yes,36,She/her/they/them,United States of America
0,1,Not eligible for coverage / NA,N/A,No,35,Male,Ethiopia
0,0,I don't know,No,No,45,male,United Kingdom
0,1,No,N/A,No,23,Male,India
0,1,Yes,No,No,26,Male,United States of America
1,,,,,23,Male,Canada
0,0,No,No,No,26,male,Mexico
0,1,I don't know,No,No,34,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,Yes,22,Male,Macedonia
0,0,Yes,No,No,42,Female,United States of America
0,1,No,N/A,No,40,male,Mexico
0,0,I don't know,No,No,42,Male,United States of America
0,1,Yes,Yes,No,35,Male,United States of America
0,1,No,No,No,36,Male,United States of America
0,1,Yes,Yes,No,37,Male,United States of America
0,0,Yes,Yes,Yes,31,Female,United States of America
0,1,Yes,Yes,No,27,Male,United States of America
0,0,I don't know,No,I don't know,38,Male,United Kingdom
0,1,No,N/A,Yes,32,Male,United States of America
0,1,Yes,Yes,No,23,Other,United States of America
0,0,No,No,No,51,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,26,Cis female ,Iceland
0,1,Not eligible for coverage / NA,No,No,19,Female,United States of America
0,1,Yes,Yes,Yes,44,Male,United States of America
0,1,Yes,Yes,No,42,Male,United States of America
0,1,Yes,Yes,No,26,Male,United States of America
0,0,Yes,Yes,No,38,Male,United States of America
0,1,Yes,Yes,Yes,26,Female ,United States of America
1,,,,,40,Male,Greece
0,1,Yes,Yes,No,32,Male,United States of America
0,1,Yes,Yes,Yes,39,Male,United States of America
0,1,Yes,Yes,No,44,female,United States of America
0,1,Yes,Yes,I don't know,33,Female,United States of America
0,1,No,N/A,No,38,male,Hong Kong
0,1,I don't know,No,Yes,42,Male,Australia
1,,,,,57,Male,United States of America
0,0,No,No,No,28,male,Germany
0,1,No,No,Yes,31,male,France
1,,,,,34,Male,United States of America
0,1,I don't know,No,No,35,Male,France
0,1,I don't know,No,No,30,Male,United States of America
0,1,Yes,Yes,No,30,Male,United States of America
1,,,,,35,Male,United States of America
0,1,I don't know,No,No,40,SWM,United States of America
0,0,I don't know,No,No,39,male,United States of America
0,1,I don't know,No,No,24,m,United States of America
0,1,Yes,Yes,No,42,cis male,United States of America
0,1,Yes,No,No,35,Male,United States of America
0,1,Yes,Yes,I don't know,34,Male,United States of America
0,1,I don't know,No,No,33,Female,United States of America
0,1,Yes,Yes,No,37,Male,United States of America
0,0,Yes,Yes,No,36,Male,United States of America
0,0,Yes,No,No,47,cisgender female,United States of America
0,1,I don't know,No,No,42,Male,United States of America
0,1,Yes,Yes,Yes,29,NB,United States of America
1,,,,,38,female,Georgia
0,1,No,No,No,30,m,Turkey
1,,,,,30,Genderfluid,United States of America
0,1,No,No,No,36,Male,Poland
0,0,Yes,Yes,Yes,24,Female,United States of America
0,0,Yes,Yes,Yes,41,Male,United States of America
0,1,Yes,Yes,Yes,48,Female,United States of America
0,0,Yes,Yes,Yes,31,Man,United States of America
0,1,Yes,Yes,Yes,65,male,Canada
0,0,Not eligible for coverage / NA,N/A,No,34,Nonbinary/femme,United States of America
0,1,I don't know,No,I don't know,55,Female,United States of America
1,,,,,33,Female,United States of America
0,1,Yes,No,No,41,F,United States of America
0,0,Yes,No,No,24,Female,United States of America
0,0,Not eligible for coverage / NA,N/A,No,27,Female,United States of America
0,1,Yes,Yes,Yes,30,Male,Canada
0,1,Yes,Yes,Yes,37,male,United States of America
0,1,No,N/A,No,61,male,United States of America
1,,,,,45,M,Netherlands
0,1,I don't know,No,No,29,Male,United States of America
0,1,Yes,Yes,I don't know,41,Male,United States of America
0,1,Not eligible for coverage / NA,N/A,No,39,Male,Spain
0,0,I don't know,No,No,30,Male,United States of America
0,0,I don't know,No,No,46,Male,Italy
0,1,I don't know,No,No,42,Male,Spain
0,1,Yes,Yes,Yes,29,Woman,United States of America
0,1,Yes,Yes,Yes,34,Female,Australia
1,,,,,52,Male,Mexico
0,1,Yes,Yes,Yes,36,male,United States of America
0,1,I don't know,No,No,34,Male,United Kingdom
1,,,,,50,male,Austria
1,,,,,51,Male,United States of America
0,1,Yes,Yes,No,35,Male,United States of America
0,1,I don't know,Yes,No,34,Male,United States of America
0,1,Yes,Yes,Yes,24,gender non-conforming woman,United States of America
0,1,Yes,Yes,Yes,37,Male,United States of America
0,0,No,No,No,24,Female ,United States of America
0,1,Not eligible for coverage / NA,N/A,No,46,Male,United States of America
0,1,I don't know,No,No,31,m,United States of America
1,,,,,35,M,United States of America
0,1,Yes,Yes,Yes,40,Male ,United States of America
0,1,Yes,No,No,28,male,United States of America
0,1,I don't know,No,No,28,Male,United States of America
0,0,Yes,Yes,No,39,Male,Finland
0,0,Yes,Yes,I don't know,31,Male,United States of America
0,1,Yes,Yes,I don't know,27,Male,United States of America
0,0,Yes,Yes,No,35,Male,United States of America
